,user_id,total_play_seconds,artist_name,genre_name,track_name
46,58D5A9C7,0.872000,unknown,dance,Born to Party
47,CC23B61,79.389000,Ming,dubstep,Claim Earth
48,D9111D79,108.199175,Zcr,electronic,Разбегается на куски
49,C4C63D22,163.631000,Limousine,alternative,A Drive
50,D52D00EA,8.443000,Дуэт «Алмас»,pop,Люби меня люби
51,61AAFD2A,30.012834,Ricardo Piedra,house,Shooting Stars
52,1602CC14,235.075918,Лінія Маннергейма,electronic,Навчи
53,F2EF24F8,177.290000,Hellogoodbye,rock,Finding Something To Do
54,A40236D7,43.000000,The Contemporary Noise Sextet,pop,Bitches Tune
55,6C936B97,270.000000,The Rock Kid Heroes,rock,Bawitdaba (Made Famous by Kid Rock)
56,220A6FF8,136.643000,Meditation Spa Society,new,From the End of Light
57,616A5F7D,28.424373,Red Nose Rudolph,miscellaneous,Rudolph the Red Nose Reindeer
58,BBFBFE04,1.687000,Sweet Dreams Project (Dj Sergey Zevs and Krist...,dance,Me Is Not Pain
59,14313BCE,3.773000,Matt Sadler,spoken,The Biker Bar
60,8808CC9B,28.000000,Loon,rap,Do What You Like (Featuring Trina)
61,97735D6D,30.304000,Domo Wilson,rock,I Wanna Be Me
62,52626181,0.000000,Blex,world,Promesa de Amor
63,8431D955,225.000000,Cypress Spring,country,Bootleg Style
64,EA665694,0.000000,Кооперативыништяк,punk,Солнце похожее на тебя
65,8AA53E75,341.838367,Lionrock,dance,Packet Of Peace
66,1E20AB1B,5.546457,Shirley Holmes,alternative,1 1 1
67,61B6E597,94.509000,KHARO,rap,Wrap Em
68,C9AC9D32,5.232000,Koufequin,latin,Vamos a la Música
69,7B171AAB,0.000000,PUNXXX,rusrap,Не по пути
70,DF8619AE,19.000000,NeuRuTics,alternative,Северный олень
71,9AE82E5C,1.014000,Ritmo Natural,jazz,Cumbia Cha Cha
72,20B8C4FB,211.565714,Kake Randelin,pop,Rakkautta ja rahaa
73,C22BEA45,191.053000,Serious Black,extrememetal,I Seek No Other Life
74,BF32936D,3.938430,Ana Cañas,rnb,Eu Dou
75,FA279DD2,1.523753,Jennifer Warnes,pop,Up Where We Belong
76,714A9114,2.346695,Delroy Edwards,electronic,Killer Charlie
77,A76BB012,25.283000,Otherland,dance,Wiggle - Jason Derulo
78,5B68BDDC,216.820000,Maurice Moore,rnb,Take Time
79,F6939D17,187.000000,Aaliyah Palmen,pop,Cold (Reprise Maroon 5 Future)
80,AC0AF747,0.100000,Dadafon,pop,Slow Day
81,81817E47,5.000000,Blinding Lights,soundtrack,"Zombie (From ""Pitch Perfect 3"")"
82,C527ADCF,8.566000,Stephen Provost,electronic,Station One
83,CCAF9FD9,3.472616,unknown,classical,Kaddish
84,BB5B3AA4,214.413061,Saltimbankya,metal,Gipsy Queen
85,BEA65D35,195.369796,Susanna Hoffs,rock,Eternal Flame
86,926DE999,0.000000,Sds,electronic,Trinity
87,A2CC841A,3.204337,Walter Kemp3oh!,jazz,Intuit
88,4B1EEB5,224.002000,Trst.,electronic,Throw Yo Body
89,7F38A6F8,50.040000,D. Rogers,pop,When It’s Done It’s Done
90,510D9BEE,213.004754,Tapani Kansa,pop,Anna Mun Jäädä Sun Luo
91,A95CC18E,31.696000,Sofi Lapina,pop,Gravity
92,9224DF40,134.974000,Nino Nardini,world,La joie d'aimer
93,1AD2023F,102.980000,Витя CLassic x Kaip,hiphop,Целлофанка
94,11B83119,48.000000,Ameritz - Tribtues,pop,All I Want
95,2B3F806F,27.000272,Francis Lay,world,Un homme et une femme
96,14B73B59,31.323301,Christian,pop,Se te ne vai
97,60F5B674,0.000000,Openfieldz,rock,Spanish Lullaby
98,124CACCF,1.897000,Acoustic Café,new,Je Te Veux
99,A9537061,146.912653,Circle of Song- Kate Marks and Friends,world,Shiva Dance
100,D51B3C0,277.000000,Ils,beats,Feed The Addiction
101,BD8A7461,382.484875,Kevin Over,dance,Djengis
102,E972F48E,5.281000,We Are Action,punk,At Least We're Still Alive
103,1E393052,11.077000,TaRuta,ukrrock,ШевченкА
104,9C533CB1,248.450612,Gregg Kofi Brown,pop,Lullaby to an Anxious Child
105,748BE5A3,0.100000,Ayla,pop,Sessiz Gemi
106,DE999382,2.000000,Pranayama,inspiritual,Musica yoga
107,E3B367E9,2.000000,110% Hits,pop,110% Intro
108,2D2FD178,0.000000,The Kovenant,metal,Stillborn universe
109,DC81528C,144.831000,Summer Love,rock,Бейба
110,767942DD,73.000000,ZOLOTO,ruspop,В текиле
111,2A40C1C9,0.100000,O.S.T.R.,hiphop,Prędkość
112,9F494619,7.442000,Nadine Bryant,country,Everybody's Looking For Something
113,D0DF5F8A,160.440000,Skaльпель,alternative,Телефон 02
114,F78DECE1,450.037550,Ivan Spell,electronic,Sunday 7AM
115,66177A34,0.100000,OB,pop,Butterflies
116,7D4CDE9F,304.000000,Martin Stock,ambient,Song for Marilyn
117,8726FFF5,238.628548,Катя Разумовская,ruspop,Кареглазый
118,1451927,162.075000,Sin Ensayo,pop,Toda la Noche
119,C31591B3,2.135351,Christy Baron,jazz,The Shadow of Your Smile
120,5F9A0A4C,217.704490,Любовные истории,ruspop,Возвращайся
121,B0174CAE,0.100000,unknown,caucasian,Дзорис
122,EE53730E,49.000000,Агенты Кремля,rusrock,Доллары-рубли
123,6556EF3E,0.000000,Gotham City,rock,Swords and Chains
124,DE5D0BB,8.576000,Young A.C.,hiphop,Jewelz On (feat. Gorilla Zoe)
125,164E0D14,48.496000,ILoveMakonnen,rap,Love
126,8F6CA3C8,16.867000,Солоинк Эпик,rock,Мой бог
127,9DC9AC4A,0.717074,General Ghost,rock,Nightwalker
128,D8A43003,4.676827,Vivaz Danilo Secli & Santoro feat. Cesco & Puccia,dance,Zimba
129,FB7E4FD8,164.931000,XUITCASECITY,pop,Famous
130,DFFAC45C,279.939000,Joe Walsh,rock,Life's Been Good
131,8C1DC60F,0.000000,Luisa-Sophie,pop,If You Should Ever Go (Castles Turn to Sand)
132,3444D54D,93.901000,unknown,classical,Act 2: La belle un mot
133,A88D6FC2,47.625434,Axis,dance,Over You
134,A2D55C39,6.984468,Psychic Ills,rock,East
135,FB911233,39.200000,Violinbwoy,dub,Jah Horns Dub
136,D5EDEFF9,2.436113,Razika,pop,Første gangen om igjen
137,6E2E0DE8,0.000000,Superheaven,alternative,Downswing
138,B9E511C6,1.136235,The Soup Dragons,rock,I'm Free
139,FF3683D9,93.000000,cheezystack,hiphop,Lil Nigga
140,24C2E9D6,213.786083,Night Dreamers,pop,D.i.s.c.o.
141,2DA7804D,198.112000,Le French,dance,Einfach
142,3EC23561,15.000000,Jeff Golub,jazz,Slinky
143,2A590CEA,0.100000,Shane Dawson,soundtrack,I Am Everything
144,AAB4A313,0.000000,Gym Class Heroes,hiphop,Live A Little
145,CAD83060,20.518614,Il Bambino di Napoli,world,L'Italiano
146,BC72D858,386.142041,Max Him,electronic,Japanese Girl
147,B0E09AD6,35.841832,Zonder,metal,hisatsinom
148,2051BDD4,203.441625,unknown,ruspop,Будем танцевать
149,51D217C0,124.383127,unknown,ruspop,Песенка музыкальных охотников
150,17FE875A,0.000000,Alison Vardy,folk,Streets Of London / Pachelbel's Canon
151,3707FB7F,7.798273,Golden Blue,dance,Brian
152,7FF5991E,41.173547,Wormrot,rock,Blockhead Fuck Off
153,7092BD5,271.000000,Dr Fresch,electronic,151
154,CAADEB2E,234.684082,16yrold,hiphop,Up Next
155,E7A4CE3B,119.953000,Softcore Express,latin,La Cumparsita
156,F14E5BD3,46.220238,unknown,pop,Рисунками
157,CA76CE48,149.929000,LETAY,dance,Better Not to See You
158,8D1843CE,1.385000,Chill Out Music 2017,pop,Hideaway [Kiesza Cover]
159,28D7995F,9.773000,Tomorrowland,rock,Sunbeam
160,F29A48AC,160.731429,Michael Ganian,world,I Am in Heaven
161,8D164B1C,0.100000,Сергей Дружко,shanson,Ты у меня одна
162,D32C2052,64.000000,Musica para Meditar,ambient,The Dawn Chorus Of Binaural Beats
163,50E205EA,0.100000,Sechem,metal,Era of Martyrs
164,A1A49369,0.000000,OD Odyssey,pop,Candy
165,A276B24E,6.000000,Joe Maize,hiphop,So Glad
166,7BCF1527,220.000000,unknown,dance,Rising Love
167,B45526B4,13.683000,The Fire Men,rock,Hole in My Head
168,17A7CA28,3.998000,Luka Sol,electronic,Unknown
169,318A2DA3,195.593000,Thepour,rock,Castle
170,F0C4865D,219.000000,Cantrell,hiphop,Keep Yappin
171,898C9E6F,4.172078,Aeone,new,Umbra Nihili
172,6AE3C58A,168.045000,unknown,hiphop,Freak Distrikt
173,F1BF8472,22.056000,unknown,dance,White Panda
174,C31591B3,3.793877,Jacintha,jazz,Shadow of Your Smile
175,17AA57FA,27.353000,unknown,ruspop,Капля теплоты
176,E2758511,294.504490,Rolf Zielke,jazz,In the Chains of Fate
177,5AE2A176,185.000000,Chaigo,dance,Had Some Drinks
178,4D679CD8,235.171000,Signs,electronic,Paper Bag
179,A93CB756,8.000000,Simona,pop,Sei nell'anima
180,B4B498A8,1.535000,Boundless,electronic,Carol of the Bells (Dubstep)
181,1027DE43,4.612000,Dcmc,rusrap,Долго-долго
182,F773657D,0.000000,Johnny Nightmare,alternative,The Gun in My Hand
183,B88C35D6,206.497936,unknown,ruspop,Быть счастливым
184,98AB1585,64.453000,Jun Takahira,pop,Kokoro No Chizu
185,3A39704F,48.686000,Giorgi Latso & Anna Fedorova-Latso,classical,Sonata for Piano Four-Hands in C Major K. 521:...
186,D15C8108,78.763386,Дмитрий Дан,ruspop,Люди не ангелы
187,AEF082FF,33.640000,Елена Коханова,fairytail,Вальс-шутка
188,ADF044D9,36.608000,Christina Petrowska Quilico,classical,Gondola I: Gondola I
189,ED51F21B,0.000000,Diamond Rio,country,I Believe
190,39FE18A3,13.921000,Дата Карчава,caucasian,Птичка невеличка
191,E35B1317,0.000000,Mike Teezy,hiphop,Still Have Hope (feat. Dre Murray)
192,7FB71ADE,228.360000,Human Tetris,rock,Warm Memory
193,F6FDE693,0.100000,Lorne,pop,Oil and Water
194,AAA0FFE6,148.271000,Maxine Sullivan,jazz,How Do I Know It's Real
195,235CB089,17.624000,unknown,hiphop,unknown
196,6986FD15,297.608000,Rave Allstars,electronic,Raving With The Best
197,F27AC5A0,2.166947,Universe Infinity,hard-n-heavy,Catch of My Life
198,A9922DF4,15.324000,Knoc-Turn'al,hiphop,Theme Music
199,E276AEC5,109.280000,Anne Lovett,classical,Lovett: Nocturne
200,242A0F7D,162.429388,Oliver Holmes,electronic,Joystick Junkie
201,88056866,272.741000,Baw,rusrap,Дай мне
202,42341B2E,0.821000,unknown,romance,Ночь светла
203,BF8AC56A,0.100000,Laura Hackett Park,religious,Changes Everything
204,97BC6BEF,13.153125,Ensemble Girolamo Frescobaldi,classical,Ave Maria
205,2E0B2A1F,19.681000,Влад Рамм,ruspop,Мило я влюбился
206,494EBFB3,110.000000,Social Hooliganz,electronic,I Want Your Soul
207,DEA6DA1C,41.782795,Girlfriend,pop,Saving It Up
208,9BA73A6F,57.896381,Madball,hardcore,Friend Or Foe
209,1440705F,1.939503,Musikkorps der Leibstandarte-SS Adolf Hitler,orchestral,Viel schwarze Vögel
210,841E8B7E,5.399374,Otis Gibbs,folk,Ed's Blues (Survival)
211,5826926,24.061000,Michael Waters,world,The Two Shamans
212,E128EF1A,3.157906,Michelle Lawson,pop,No Smoke
213,F7B7AE3A,0.000000,Krsraga,hiphop,Hurt People
214,33C826F9,41.000000,AVM,rock,I'm Not Crying Over You
215,52796231,16.575000,Dino & Franco Piana Septet,jazz,Open Dialogues Suite
216,7923A3E1,275.380000,unknown,minimal,Mao Zedong
217,EC002FF5,0.000000,Amos Tamam,world,Balayla
218,E6600614,504.000000,Зиновий Гердт Евгений Паперный Георгий Кишко А...,fairytail,Приключения капитана Врунгеля: Всё Христофор Б...
219,1F96C931,0.100000,Baby D,rap,Get Out
220,ED976E26,64.279895,Fitness Body Studio,latin,Izquierda Derecha
221,E8916A8D,68.057000,Lisa Hake,folk,Gold Dust Kid
222,B588C0B4,0.000000,unknown,film,Muppets
223,EDE6635A,37.000000,OZEN Rajneesh,spiritual,Haridwar Kumbhmela
224,78D41E44,224.152882,Shapeless,rock,A Way
225,349D8116,217.408000,unknown,latin,Dale Pa'lante (Ft Pachanga)
226,41C20D32,240.979592,Angelzoom,pop,Everyone Cares
227,1F30A441,221.048000,The Chicago Performers,melodic,Beauty School Dropout
228,4D567D52,220.029375,Глубокий Сон Святилище,new,Земля мечты
229,16C4098F,16.000000,unknown,rusrap,Чудная долина
230,F6E548D2,316.000000,Obscurity,rock,Bergischer Hammer
231,4187CA0E,2.350881,David Noise,pop,Love
232,29B84564,3.827000,ТУ-134,ruspop,Где же он бродяга
233,B30A1613,80.642000,Ciatuzza,world,Madonna ch'era àutu lu suli
234,EC2C2D4C,46.561000,No Pulse,electronic,Harley Quinn 2017
235,3AC868FE,0.000000,Purple Haze,dance,The Hyll
236,BFBBBF8E,0.000000,unknown,dance,Panache
237,EAC2FD84,1.472000,Corey Crowder,pop,Leaving You
238,8E2B511,18.003328,Griffin & Flint,pop,Sweater Weather
239,53F8E76C,0.000000,Touch Sensitive,dance,Pizza Guy
240,DD55E0DC,16.000000,Warpboy,pop,Mot
241,5F6864A,0.100000,Taiko,dubstep,Clones
242,2CF08796,223.399167,Andrew Hewitt,miscellaneous,The Double Theme
243,63D2A91A,0.000000,Steven Force,trance,Like a Shadow
244,422EF164,1.203461,NO.TnX,rock,Napoli violenta
245,F227BFC0,0.000000,Joe Buffardi & Rainer Freytag,rock,Margot's Song
246,1D6B7454,41.000000,S@thal,hiphop,Хочу к тебе
247,54A859CF,256.522000,The Slow Revolt,electronic,Never Get Close
248,DFDD3C94,4.047000,Dark Dance Times Two Times,electronic,Pilfer
249,39D06765,250.589000,Charles Wayne,hiphop,Start It Up (feat. Mob Royalle)
250,3BAD3537,28.954000,Ирина Дубцова,ruspop,Свадебная
251,9200CD1F,160.104458,The Love Affair,rock,Satisfaction Guaranteed
252,5630A487,1.000499,Noisered,dance,Sexy Bitch
253,A15D0FD2,183.614000,Авіатор,pop,Рыжая
254,2D6FC421,17.850434,Underworld,rock,Café Del Mar
255,75812FC5,42.546997,Compuphonic,dance,Sunset
256,750A54F3,298.655000,Silvia Harnisch,classical,La Poule
257,9D387424,236.054000,Kunto Aji,pop,Mercusuar
258,21D57F83,147.226122,Milla Jovovich,pop,In A Glade
259,120716FB,226.887596,The L.A. Fitness Crew,dance,Groovejet (If This Ain't Love)
260,6532140A,39.696891,Keenan O'Meara,rock,Might as Well Swim
261,BD68E917,0.100000,Doug Stanhope,comedy,A Reputation For Violence
262,B0FF2C29,4.256000,Theta Frequency,electronic,Techno-Criminal Subcultures - THETA FREQ.
263,B7C3AAD2,187.895000,Wilson Kriminal,reggae,Ron Con Reggaeton [feat. Los Rabanes]
264,3E587E1F,3.145000,Chris Irvine,pop,Frozen Rivers
265,BEB8E6C1,156.000000,Sergei Ardzinba,country,Sen Gelmez Oldun
266,43F55BF4,18.841411,DJ Matisse,world,Seminaire
267,88ED7165,206.628571,unknown,deep,In The City
268,95AC0795,0.100000,Lazy Bear,deep,Away From Me
269,C09080C7,252.480000,Selofan,rock,Give Me a Reason
270,C47FB42E,27.925290,Deutschland sucht den Superstar,pop,We Have a Dream
271,311AC70F,0.000000,Reginaldo Rossi,mpb,Pegou Fogo na Caixa D'Água
272,E39E2ED1,0.100000,Vera Badings,classical,Danses for Harp and Orchestra L.103
273,30F9E89B,50.101703,20 Fingers,pop,Short Dick Man
274,13274A2D,295.079000,unknown,pop,Double Face
275,B482A9F2,369.210000,unknown,techno,Scary noise
276,E773B795,48.319000,Maffei Nack,electronic,Take My Bass
277,A0998808,6.154000,Robin S R.O.N.N. & Ron Carroll,dance,So Alive
278,F50E3E6F,407.954250,Metalord,rock,A Way Out
279,17CA0883,3.653000,Fontana,dance,Pow Pow Pow
280,F50650CD,3.192778,lojii,hiphop,dutti
281,A062B34E,16.814683,Sally Ford,jazz,Shingaling Shingaling
282,B43CD337,0.100000,Raggae Tom,reggaeton,Gasolina
283,F9CBB0CD,383.320816,unknown,classical,Cello Concerto No. 1 in C Hob. VIIb:1: III. ...
284,3C46E5A2,0.000000,Jocelyn Brown,rnb,Get Down Saturday Night
285,7CD20923,118.080000,unknown,pop,Blue Bird
286,9C25DCE,1.000000,Breaking the Boundaries & Abdulrahman Mohammed,singer,Ya Mn Hawah
287,DE584C50,219.103000,unknown,jazz,How insensitive
288,40A2EFEF,224.026122,The Hubba,classical,Jasmin in G Lydian (D Major)
289,46E2F72C,690.076735,Pato Banton,pop,Gwarn!
290,E2430517,11.267000,Le stanze di Federico,pop,Quello che resta della notte
291,51C451F5,8.000000,Steve Everett,pop,Heartbreaker
292,5D60E7DE,275.435079,Bruderschaft,electronic,Forever
293,F6680D74,1.000000,Hit The Button Karaoke,karaoke,El Baño
294,35655AD0,4.995000,Giaime,hiphop,Jay-Z & Beyoncè
295,EA060D2E,356.000000,Riverside People,electronic,Fantasy Dancing
296,2C48172,2.000000,Mazhar Alanson,rock,Güllerin İçinden
297,92BBD75A,118.322000,Marina Wisnik,world,Dezesseis
298,9A54810B,242.782041,The Scary Gang,children,We Love Halloween
299,E8072C3C,152.067000,La Malice,world,Where Is My Mind
300,DC2DA22C,194.000000,Привет Arisha,ruspop,Всё остальное потом
301,5BC172AD,25.938000,Clicks,electronic,We'll Be Fine
302,B771AC89,6.471927,Harry Tally,pop,Come Josephine in My Flying Machine
303,84CA1E6D,0.100000,Simon Says,rock,The Needle's Eye
304,FDED8314,7.227726,Karlene Bartolo,spiritual,Lord I Come Unto You
305,5E2032B,181.610000,Hotel 17,ruspop,Лето
306,AAFC64CB,186.641000,Jessica Lea Mayfield,adult,Our Hearts Are Wrong
307,A42317B,4.613000,Mark Hollis,pop,The Colour Of Spring
308,B6FE3CAD,316.360000,Tha Dogg Pound,western,Xmas Seasons
309,16FB8F0E,104.414000,All Get Out,indie,Orchestra
310,F88B9B25,0.100000,Leit-Motiv,electronic,You're My Heart You're My Soul (Euro Style)
311,2FECA861,36.166726,ИлГэрэй,pop,Мизгел сыман
312,30B680B3,0.100000,Dip Haus,dance,Chrome
313,F19B6DD9,2.000000,Lamliki,dance,Nowhere
314,BDA2BEEA,174.419592,unknown,hiphop,All My Bitches
315,CE3EF9F3,20.000000,unknown,jazz,Gotta See Baby Tonight
316,AA837DAD,188.000000,Erann DD,pop,Love You More And More
317,D1E301DE,16.973000,Los Costeños Del Pacifico,latin,Toro Pinto
318,6EDC12C0,405.956984,Kayah,pop,Dzielę na pół
319,7DEA4AD0,0.000000,Mother Nature Sound FX,ambient,Peaceful Spirit
320,4A21BF6D,162.664458,Владимир Неплюев,ruspop,Ты успокой меня
321,D544966E,161.350495,The Rolling Stones,rock,We Love You
322,76E38EC4,0.000000,BJ Moodswing,religious,Thank You Lord
323,C69D5044,0.100000,The Anarchist Bikers,rock,Crimson and Clover
324,AA03129C,104.910000,New composers,electronic,Sputnik of Life
325,6670EBC3,2.195168,Oregon Guitar Quartet,classical,Keyboard Concerto in C Major BWV 1061: III. Fugue
326,516E1B6E,0.000000,Ray Brown,jazz,Sister Sadie
327,85D8EE0E,4.245012,Caravan Ray,electronic,Tired of Talking
328,3A51F385,4.390160,unknown,psychedelic,Blue Dream
329,F7F207CD,0.000000,DJ Bam Bam,electronic,Base Banging
330,593EC660,234.213878,Graves,grime,Stay Up
331,B224EFBB,222.632000,Zarif,world,Box of Secrets
332,6EAB7274,206.576000,Kodes,rock,Yeraltı Ordusu
333,CFD77719,0.000000,Street Drugs DTLA,rock,How's the World Look Today?
334,D998AACE,3.467000,FLAVATROY,hiphop,Never Fold
335,88B799E,89.000000,Lin Jiang,classical,Mozart: Horn Concerto No.3 in E flat K.447 - 2...
336,97D7AD89,1.401860,Bill Trieshmann,dance,Passing Through
337,DEB20566,292.702042,unknown,jazz,The Captain of Her Heart
338,8EB4AAA2,14.214240,Pep's Lemon,pop,Libertango
339,4D54FA05,1.946000,Марк-Антуан Шарпантье,classical,Pastorale La Couronne de fleur: Air Instrumental
340,CEB62771,0.100000,Electric Electric,alternative,Discipline
341,72089752,5.711000,Michelle Vickie,pop,Rang Yi Rang
342,EB12E103,48.000000,Eddie Matthews,country,Shenadoah
343,FAD8622,2.881000,Benjamin Lazar Davis,alternative,A Love Song Seven Ways
344,2E2F721B,0.000000,Nathan Barr,soundtrack,The Reset Button
345,990DFC75,14.172340,Close Enough,rock,Frailty
346,22587857,95.988390,The Japanese House,alternative,Follow My Girl
347,68BF18C0,268.001000,Etherwood,dance,Souls Rejoined
348,F748FB77,0.100000,unknown,world,Tum Bin Jeevan Kaise Beeta
349,FEAF287F,0.100000,Buck Rogers,electronic,Bounce (feat. Imagine This)
350,730DDE68,189.000000,Norman Ball,country,Kill the Lights
351,D1AF4158,1.931567,Beat-Boy,electronic,Roof Is On Fire
352,75C1DADC,6.956308,Nuclear Fuel,electronic,She's a Winner
353,FB7104D,0.100000,Gayane Danielyan,pop,Garnan Mek Or
354,4D8CF321,10.064000,CVIRO,electronic,Sober
355,D2BD6EEF,3.209538,Dirtbag Love Affair,rock,Jetson (Such a Cliche)
356,2EDF28FC,14.000000,Vedo,rnb,Touch You Kiss You
357,270D5B2C,216.560000,BRUTTO,alternative,Годзе
358,4D31F53A,64.026100,Rain Sounds & Nature Sounds,ambient,Rain On Concrete
359,CF29C98C,0.510839,Aaron Sledge,pop,2nite
360,490933B9,0.100000,unknown,deep,Под ультрафиолетом
361,C46C9D38,250.000000,Rim'K,hiphop,Harraga
362,4E73BBBF,7.177968,Jeff Baxter,rock,Breathe (In The Air)
363,CEF63537,281.182041,Datsik,electronic,Galvanize
364,24B5B85,5.560000,Yoga Buzz,new,Tender Surrender
365,E9170B17,7.687000,Lacquer,pop,Go With The Flow
366,36EFD5CB,1.555000,unknown,pop,All Or Nothing
367,8D31F1F6,11.282286,KENGO,electronic,Summer Love
368,CFE6BA25,2.684000,DJ Guru,dance,Lento
369,A2014283,253.845825,Bambozza,ruspop,Пионерская задорная
370,D84B9579,1.000000,Lil Kano,christian,Number
371,7EB5C3DD,606.000000,Christian Sands,jazz,Syl-O-Gism
372,A163A7DA,253.178776,Fashionation,dance,Mojito House
373,1DD62F21,0.000000,unknown,hiphop,Черта
374,E52559E8,225.462000,Skratch Off,hiphop,2 Da Syde
375,591A09A4,217.077542,Pat Lok,dance,WYG (4 ME) [VIP]
376,63F44221,1.407000,unknown,pop,unknown
377,303E7963,161.657000,Red Death,extrememetal,Formidable Darkness
378,57BFC448,50.191000,Give Me A Reason,rock,Dear Weekend
379,41A213D1,1.919000,unknown,pop,Seoul
380,9D968608,162.262000,Jonny Mathis,miscellaneous,White Christmas
381,4F5BE5D5,467.278367,unknown,trance,Love Forever
382,76E4E92D,372.239000,JP Bates,electronic,Quarantine
383,A30F3DB8,251.951000,Музыка для сосредоточения,instrumental,Шум воды
384,CF9F1BA1,0.967172,Sistars,pop,Inspirations
385,BA0C0137,9.689432,Lyle Mays,jazz,Close To Home
386,902A58BE,530.834275,Academy of St. Martin in the Fields Sir Nevill...,classical,Symphony No. 2 Op.73 D Major: Allegro Con Spirito
387,2C9D272C,234.083265,Shields,metal,It's Killing Me
388,4CD36BD5,4.271574,Borja Morán,classical,La Nevada
389,B86A976D,8.702590,New York Symphony Orchestra And Chorale,holiday,Here We Come A-Wassailing
390,C1D4F27E,150.572000,unknown,dance,The Other Side of the Mirror
391,7F77F050,111.398000,unknown,jazz,unknown
392,D3D516FC,402.729796,Panda Dub,electronic,Shankara
393,FDDA9F81,0.100000,Leslie Tay,pop,12 år
394,7F111A14,62.016000,Judas Iscariot,rock,With Lust and Murder for Our Drink
395,845EAF50,375.040000,Bunny X,electronic,I Never Wanted to Say Goodbye
396,CAF1BC36,201.508548,Aza feat. Adrian Sina,pop,Mai iubeste-ma o data
397,DF21D615,84.053000,Pyöveli,metal,Speed Metal Attack
398,F748FB77,35.928000,Husnlal - Bhagatram,world,Kismat Bigdi Duniya Badli Pt. 1
399,C6CC768A,0.100000,Openhill,electronic,Everybody Trance Now
400,A521458F,230.870000,Pixels & Sound,rock,Two Feet
401,637D6179,205.008000,Аслан Тлебзу,caucasian,Shyrytym
402,BB8802D4,5.437034,Gábor Horváth Trio,jazz,Move On
403,6960B811,22.585000,Frederik,miscellaneous,Touchscreen
404,CCEDC986,179.304490,Tennishero,electronic,Midnight Love
405,CBC859A5,223.921633,Serendipity,pop,Cuando Brille el Sol
406,5A23E7CA,238.628571,Jack Radics,pop,No Matter
